Synthetic_Record_ID,Hours_Studied,Attendance_Pct,Previous_GPA,Assignments_Completed,Quiz_Average,Sleep_Hours,Stress_Level,Commute_Minutes,Social_Hours,Caffeine_Cups,Split,Risk
G1-0633,16.5,72.57,3.16,5,86.85,5.83,6,17.08,8.39,2,train,0
G1-0634,7.67,82.32,2.78,9,76.18,8.69,5,19.26,5.17,0,train,0
G1-0635,9.2,84.73,3.4,8,95.85,8,1,27.94,6.33,3,train,0
G1-0636,9.01,88.57,2.98,5,77.52,6.74,5,12.68,11.85,2,train,0
G1-0637,5.28,71.11,2.42,4,76.08,6.73,7,19.8,6.23,1,train,1
G1-0638,10.2,79.05,2.37,7,83.35,6.1,9,4.97,7.22,4,train,0
G1-0639,10.45,90.95,3.13,5,69.13,6.65,6,33.11,4.89,4,train,0
G1-0640,7.89,79.16,2.63,6,66.28,6.77,6,7.08,5.89,2,train,1
G1-0641,6.56,79.7,2.93,7,67.89,7.87,6,24.91,6.88,2,train,0
G1-0642,9.76,86.72,3.7,5,76.85,6.26,3,14.23,7.23,3,train,0
G1-0643,13,78.22,2.83,5,57.74,7.82,6,26.09,7.35,2,train,0
G1-0644,3.68,89.23,3.18,10,72.15,6.69,6,25.87,6.07,2,train,0
G1-0645,2.73,78.26,2.35,5,66.92,7.84,7,26.92,9.13,5,train,1
G1-0646,10.03,84.72,3.16,7,75.49,6.94,6,13.73,6.89,0,train,0
G1-0647,9.91,81.81,2.73,6,78.15,8.35,4,35.6,6.1,0,train,0
G1-0648,15.18,98.97,3.83,8,82.09,7.21,3,48.39,5.61,1,train,0
G1-0649,9.42,90.4,2.94,6,80.25,6.45,4,32.46,9.69,0,train,0
G1-0650,13.88,90.96,3.59,6,79.45,8.84,6,7.61,6.6,1,train,0
G1-0651,12.91,81.31,3.27,8,84.4,7.7,1,12.07,11.88,3,train,0
G1-0652,8.39,79.5,2.99,7,49.33,6.74,9,14.24,8.31,3,train,1
G1-0653,8.39,83.17,2.71,8,66.52,7.41,5,17.02,8.2,2,train,0
G1-0654,7.68,74.12,2.85,7,56.55,6.52,6,24.25,7.84,4,train,0
G1-0655,6.84,77.07,3.18,4,74.71,6.3,5,8.06,9.29,2,train,0
G1-0656,11.96,86.61,2.19,8,64.33,6.21,7,30.54,7.92,3,train,0
G1-0657,6.02,66.54,3.04,6,86.57,6.67,5,20.41,7.75,3,train,0
G1-0658,12.65,88.22,2.08,8,65.77,7.51,6,16.91,5.69,4,train,0
G1-0659,9.13,88.43,2.68,7,68.9,8.24,5,15.95,9.61,3,train,0
G1-0660,11.29,86.11,2.73,6,76.98,7.56,5,11.4,8.52,2,train,0
G1-0661,11.13,93.64,3.2,9,83.97,6.96,3,33.02,8.78,1,train,0
G1-0662,8.65,88.93,2.79,7,81.01,7.46,5,38.92,6.66,5,train,1
G1-0663,13.14,95.7,3.04,10,76.56,6.14,5,4.71,8.95,3,train,0
G1-0664,6.24,73.95,2.71,3,75.52,7.7,5,2,6.71,0,train,1
G1-0665,4.84,76.16,2.74,6,71.14,5.67,7,4.36,3.95,3,train,1
G1-0666,9.17,95.03,3.06,9,84,7.81,5,12.94,10.41,1,train,0
G1-0667,13.28,85.41,2.77,10,71.65,6.55,4,34.46,6.48,0,train,0
G1-0668,5.71,83.43,2.73,6,79.14,7.03,5,19.85,6.95,1,train,1
G1-0669,10.37,79.52,3.32,6,88.84,7.36,5,32.41,5.34,1,train,0
G1-0670,8.3,80.03,2.46,7,90.8,9.17,2,74.28,4.23,5,train,0
G1-0671,12.74,84.58,2.83,7,86.43,6.91,3,14.61,5.68,0,train,0
G1-0672,7.84,83.68,2.67,7,76.12,7.09,2,21.65,7,2,train,0
G1-0673,14.12,100,2.78,10,65.13,7.71,3,51.39,5.4,2,train,0
G1-0674,17.77,97.56,3.68,7,84.6,7.5,2,14.74,6.81,0,train,0
G1-0675,5.41,69.85,2.24,6,63.86,7.64,4,33.12,4.98,1,train,1
G1-0676,13.72,75.03,2.88,8,86.05,6.2,8,4.33,8.14,4,train,0
G1-0677,7.76,84.99,2.64,5,62.96,7.15,3,6.16,7.28,5,train,1
G1-0678,2.23,77.06,2.48,6,74.12,6.44,6,24.35,3.88,3,train,1
G1-0679,13.61,88.61,3.27,9,92.57,6.91,4,21.45,7.98,6,train,0
G1-0680,6.36,80.87,2.14,4,64.04,7.28,5,8.6,9.48,1,train,1
G1-0681,13.68,81.5,3.2,9,78.06,7.55,6,3.92,7.01,3,train,0
G1-0682,2.65,69.12,2.49,6,68.41,6.69,6,10.25,4.96,1,train,1
G1-0683,7.82,84.39,2.24,7,71.39,5.98,2,55.08,8.51,1,train,0
G1-0684,9.88,85.77,3.55,7,78.2,6.77,6,14.46,8.44,4,train,0
G1-0685,6.58,68.94,2.55,7,59.65,7.89,5,23.57,3.52,2,train,1
G1-0686,9.06,87.26,3.02,8,70.1,6.99,6,54.4,5.1,1,train,0
G1-0687,11.78,97.47,3.02,8,80.72,6.75,7,31.39,3.07,2,train,0
G1-0688,6.97,67.29,2.96,5,72.32,5.09,10,6.95,6.44,3,train,1
G1-0689,7.56,75.64,2.86,4,76.3,6.45,6,10.85,8.02,2,train,0
G1-0690,6.36,73.44,2.69,5,77.04,7.38,6,35.26,9.24,1,train,1
G1-0691,7.64,78.2,3,7,80.28,6.34,6,12.2,6.45,4,train,0
G1-0692,9.74,89.39,2.54,8,75.14,6.13,7,26.85,1.61,3,train,0
G1-0693,11.78,89.03,2.1,8,72.49,6.29,7,31.19,7.46,2,train,1
G1-0694,8.95,82.13,2.94,7,62.28,6.72,6,10.11,12.03,3,train,1
G1-0695,6.8,66.81,2.67,4,76.56,6.95,7,29.2,4.97,4,train,1
G1-0696,8.78,98.57,2.52,8,67.49,6.56,3,7.17,9.23,2,train,0
G1-0697,12.31,89.84,2.54,7,63.39,6.67,5,64.59,6.98,3,train,0
G1-0698,6.15,96.17,2.26,7,54.31,6.43,6,10.21,6.57,1,train,0
G1-0699,5.51,83.13,2.44,7,66.76,6.85,5,15.53,7.85,3,train,0
G1-0700,13.62,95.59,2.89,8,72.02,6.63,4,18.68,5.97,2,train,0
G1-0701,10.87,87.53,2.86,7,63.27,7.23,2,10.41,9,5,train,0
G1-0702,7.85,78.69,3.2,6,80.18,5.63,6,19.93,8.3,2,train,0
G1-0703,8.01,81.21,2.9,8,78.75,6.66,6,46.53,9.54,2,train,1
G1-0704,5.69,79.37,2.93,6,79.7,6.57,7,8,7.85,2,train,0
G1-0705,16.58,96.52,3.14,7,90.66,7.5,3,13.48,7.3,1,train,0
G1-0706,10.95,90.87,2.46,10,66.64,6.85,4,22.87,7.87,0,train,0
G1-0707,6.58,84.5,1.86,5,61.59,5.38,5,32.36,9.75,1,train,1
G1-0708,7.33,76.1,2.81,6,68.9,7.21,7,5.02,1.34,1,train,1
G1-0709,8.76,79.22,3.76,7,90.52,7.92,3,33.3,10.62,2,train,0
G1-0710,12.4,86.64,2.95,8,72.86,7.75,5,31.99,5.03,4,train,0
G1-0711,10.16,72.78,2.91,5,76.32,6.39,6,22.79,8.74,1,train,0
G1-0712,8.49,79.89,3.3,8,73.22,6.93,6,18.19,6.96,6,train,0
G1-0713,11.29,87.67,2.31,8,71.88,8.29,2,18.72,9.58,1,train,0
G1-0714,8.18,68.73,2.79,6,71.46,7.4,5,40.7,8.34,1,train,0
G1-0715,8.02,59.09,2.99,5,76.3,5.79,8,30.46,6.01,4,train,1
G1-0716,4.11,77.46,2.14,6,51.3,6.78,4,19.85,5.46,1,train,1
G1-0717,8.13,85.75,3.3,6,80.96,6.39,6,33.11,6.92,4,train,0
G1-0718,4.33,80.61,2.16,7,56.04,7.37,5,71.28,8.7,3,train,1
G1-0719,1.63,69.53,2.84,5,69.55,7.64,3,34.04,7.56,0,train,1
G1-0720,3.64,68.8,2.73,6,65.88,5.65,7,4.92,4.53,4,train,1
G1-0721,8.77,85.72,2.27,7,64.7,7.54,5,6.77,4.15,6,train,0
G1-0722,18.39,90.88,3.49,10,94.1,7.03,4,12.08,3.29,1,train,0
G1-0723,9.44,74.04,2.59,6,75.3,6.44,3,24.29,11.48,4,train,0
G1-0724,9.52,75.76,2.8,8,75.44,6.07,6,10.51,9.21,2,train,0
G1-0725,7.43,84.04,3.02,4,71.97,7.4,6,9.89,9.17,2,train,1
G1-0726,6.48,79.17,3.24,5,89.87,6.12,10,83.03,7.58,4,train,0
G1-0727,12.72,80.89,3.33,8,82.95,7.41,4,14.48,6.45,1,train,0
G1-0728,2.05,75.22,1.8,7,58.7,5.24,6,21.99,6.78,0,train,1
G1-0729,15.2,92.21,3.45,10,83.52,6.48,8,15.29,5.13,5,train,0
G1-0730,9.83,89.37,2.82,7,80.89,7.48,6,9.32,5.51,7,train,0
G1-0731,7.2,67.51,2.07,6,53.79,6.41,10,11.76,5.99,2,train,1
G1-0732,4.26,74.49,2.54,6,64.33,5.54,6,22.63,8.35,4,train,1
G1-0733,6.81,89.13,2.42,6,57.41,5.97,6,31.11,5.74,2,train,1
G1-0734,5.57,82.59,2.48,7,71.55,6.07,3,72.72,11.26,2,train,1
G1-0735,8.65,80.87,3.1,6,73.11,5.97,7,41.82,3.9,4,train,1
G1-0736,11.3,73.56,2.48,7,82.82,7.07,4,10.46,10.96,3,train,1
G1-0737,5.41,76.9,2.9,6,78.98,8.57,3,11.26,8.32,0,train,1
G1-0738,13.1,82.23,2.7,7,91.12,8.17,7,14.82,5.51,4,train,0
G1-0739,7.27,75.69,2.68,6,64.89,6.35,6,14.38,4.65,7,train,1
G1-0740,5.48,78.25,2.97,8,79.23,8.09,3,47.16,10.25,0,train,0
G1-0741,6.03,72.72,2.77,5,62.99,6.96,4,22.68,7.52,0,train,0
G1-0742,7.48,78.96,2.59,6,80.08,5.51,6,24.03,7.58,1,train,1
G1-0743,12.19,70.64,2.78,7,71.71,6.52,3,2,8.58,3,train,0
G1-0744,6.57,77.85,2.9,6,68.17,6.4,7,51.35,6.25,3,train,1
G1-0745,11.76,86.52,2.32,9,55.42,6.7,6,40.06,8.93,2,train,0
G1-0746,8.22,85.09,3.14,8,82.02,6.86,7,9.48,9.01,2,train,0
G1-0747,9.17,88.76,3.38,9,76.97,7.11,4,12.58,8.48,4,train,0
G1-0748,11.21,100,3.36,8,79.63,8.05,5,21.59,10.38,2,train,0
G1-0749,11.85,88.31,3.34,8,81.86,7.35,4,7.54,6.61,2,train,0
G1-0750,9.16,94.58,2.55,7,74.25,7.11,5,11.92,5.82,1,train,1
G1-0751,9.38,74.11,2.74,6,82.14,6.88,5,82.73,7.21,8,test,1
G1-0752,14.89,80.67,3.44,6,87.51,7.06,7,65.25,9.37,6,test,0
G1-0753,7.38,87.25,2.17,5,48.96,7.48,5,40.46,11.47,8,test,1
G1-0754,12.53,89.84,3.25,7,73.11,8.77,2,64.63,10.94,5,test,0
G1-0755,8.8,75.68,3.23,4,88.19,7.66,5,61.81,15.73,8,test,0
G1-0756,5.88,66.38,3.02,6,68.77,8.3,5,64.81,10.94,6,test,1
G1-0757,1,78.98,1.92,4,62.47,8.71,2,64.63,12.99,5,test,1
G1-0758,11.21,81.4,2.4,10,62.69,8.12,8,60.46,9.08,6,test,0
G1-0759,12.65,92.64,2.87,8,89.18,8.98,4,66.79,10.58,5,test,0
G1-0760,15.26,85.51,2.72,6,72.39,7.69,5,60.52,11.49,6,test,1
G1-0761,11.21,81.95,3.02,6,78.41,9.36,6,45.98,10.74,5,test,0
G1-0762,2.94,69.35,2.97,6,79.16,8.06,5,61.02,16,8,test,1
G1-0763,7.94,63.52,2.44,6,61.63,6.13,5,48.04,10.21,6,test,1
G1-0764,9.84,86.97,3.31,9,66.62,9.33,5,58.33,13.66,8,test,0
G1-0765,10.73,75.95,2.56,6,76.06,7.55,8,56.5,14.44,8,test,1
G1-0766,12.13,85.46,3.01,9,84.66,7.37,5,90,11.03,6,test,0
G1-0767,9.67,86.01,2.28,7,61.6,8.29,7,52.7,9.49,8,test,1
G1-0768,5.22,69.23,2.09,6,51.15,8.56,4,48.91,14.1,5,test,1
G1-0769,15.74,87.08,2.52,7,90.99,8.14,4,45.61,10.79,5,test,0
G1-0770,6.36,83.06,3.16,8,69.89,7.53,6,52.58,9.75,5,test,0
G1-0771,6.54,80.58,2.88,8,82.9,8.03,5,71.37,14.44,5,test,0
G1-0772,11.05,96.22,2.21,9,70.63,7.8,6,51.88,8.97,5,test,0
G1-0773,6.12,71.19,2.77,5,68.94,8.97,4,54.72,15.89,7,test,1
G1-0774,5.84,73.19,2.34,5,54.16,8.6,4,79.96,11.32,5,test,1
G1-0775,11.55,85.19,3,8,76.87,8.9,4,46.69,12.57,5,test,0
G1-0776,11.33,91.44,3.17,9,73.73,8.49,5,71.4,12.28,6,test,0
G1-0777,8.22,74.66,2.68,6,88.81,6.84,5,44.43,7.53,8,test,0
G1-0778,9.69,83.75,2.58,8,73.11,8.3,5,90,14.05,7,test,1
G1-0779,10.23,89.6,3.07,8,83.98,7.98,3,66.6,11.91,4,test,0
G1-0780,16.64,89.45,3.6,7,100,8.92,1,46.02,14.13,7,test,0
G1-0781,10.91,88.7,3.23,7,79.98,7.54,8,67.36,12.84,4,test,0
G1-0782,7.54,75.64,2.99,6,84.34,7.99,4,59.09,14.54,8,test,0
G1-0783,12.62,79.43,2.79,7,81.19,8.6,6,42.09,14.12,5,test,0
G1-0784,5.73,72.74,1.89,5,67.21,6.98,7,70.57,11.46,8,test,1
G1-0785,11.66,85.24,2.49,6,69.05,7.75,1,82.11,11.84,5,test,0
G1-0786,2.74,58.18,2.42,5,55.88,7.46,9,39.75,11.32,5,test,1
G1-0787,5.52,84.81,2.63,8,75.44,8.17,5,67.13,11.81,6,test,0
G1-0788,6.67,77.86,2.89,5,66.22,8.35,3,79.07,11.25,5,test,1
G1-0789,10.19,90.84,2.91,7,64.31,8.15,4,86.72,16,8,test,1
G1-0790,6.27,80.91,2.31,6,64.99,8.28,3,41.66,14.23,5,test,0
G1-0791,6.19,76.53,2.63,5,61.37,7.2,4,40.96,11.26,6,test,1
G1-0792,7.51,74.23,3.13,6,62.63,7.45,5,60.56,14.08,5,test,0
G1-0793,6.98,84.17,2.27,8,66.41,8.46,1,70.14,12.54,6,test,0
G1-0794,5.7,88.8,2.47,6,68.61,8.95,3,46,14.42,4,test,0
G1-0795,9.45,79.92,2.65,5,78.11,8.22,4,48.51,9.82,5,test,1
G1-0796,8.64,87.92,3.53,8,85.34,8.97,5,78.24,15.32,6,test,1
G1-0797,9.8,78.6,2.99,6,76.95,7.41,5,50.33,14.37,6,test,1
G1-0798,12.56,97.19,2.91,9,100,9.27,3,61.33,12.88,6,test,0
G1-0799,13.39,80.59,3.72,7,80.48,9.36,5,49.48,12.12,8,test,0
G1-0800,7.37,85.51,2.78,7,75.36,8.54,4,46.41,12.43,6,test,0
G1-0801,7.19,78.33,3.03,7,75.38,8.21,2,54.62,11.8,6,test,0
G1-0802,13.3,89.38,2.31,9,65.89,8.69,3,49.26,16,8,test,0
G1-0803,12.28,96.98,3.1,7,67.34,9.15,3,44.75,9.88,4,test,0
G1-0804,15.37,86.67,2.68,8,69.83,8.58,3,57.31,16,6,test,0
G1-0805,8.83,86.4,2.66,8,76.79,7.42,7,52.83,10.38,8,test,0
G1-0806,9.42,93.28,2.65,7,66.76,8.17,3,39.19,11.75,5,test,0
G1-0807,8.94,82.54,2.72,7,74.03,8.04,6,49.54,16,8,test,0
G1-0808,14.88,100,3,8,76.69,8.58,2,52.8,11.85,6,test,0
G1-0809,10.93,83.22,3.05,8,81.55,8.07,8,66.5,12.41,6,test,1
G1-0810,11.35,74.02,2.77,6,81.35,8.74,3,46.8,14.38,4,test,0
G1-0811,14.84,98.25,3.16,8,77.5,8.14,3,52.08,11.96,8,test,0
G1-0812,16.14,98.19,2.96,9,78.14,8.05,5,78.01,10.38,6,test,0
G1-0813,8.29,87.79,2.19,9,58.41,9.42,3,63.15,16,8,test,0
G1-0814,6.17,81.77,2.9,8,77.59,8.36,4,53.12,12.89,8,test,1
G1-0815,7.96,80.78,2.02,5,62.84,7.47,4,50.78,15.08,6,test,1
G1-0816,11.41,74.86,2.64,6,77.25,9.13,2,59.22,13.42,6,test,0
G1-0817,14.89,97.76,3.81,9,98.06,8.27,5,72.92,10.28,6,test,0
G1-0818,12.62,100,2.71,8,73.98,9.37,1,52.47,16,4,test,0
G1-0819,12.09,74.9,2.6,5,82.97,7.26,4,54.41,15.24,6,test,0
G1-0820,6.86,92.02,2.68,6,73.53,7.15,3,53.75,12.42,6,test,1
G1-0821,13.47,97.19,3.02,7,84.02,9.32,3,90,13.16,4,test,0
G1-0822,14.4,85.54,2.41,7,74.09,9.32,1,73.6,16,5,test,0
G1-0823,11.86,87.27,2.97,9,72.7,7.96,4,61.42,14.14,8,test,0
G1-0824,9.09,74.51,2.24,4,59.11,6.81,6,78.27,12.94,7,test,1
G1-0825,15.22,94.76,3.48,8,88.59,8.83,3,90,12.98,8,test,0
G1-0826,12.16,91.2,2.44,8,72.97,7.48,9,39.15,11.38,7,test,1
G1-0827,11.37,84.12,3,8,68.08,7.37,5,78.46,9.39,6,test,0
G1-0828,11.54,95.31,2.88,10,65.39,9,3,48.29,11.99,6,test,0
G1-0829,9.72,84.86,2.79,7,61.59,8.49,4,76.56,12.26,6,test,1
G1-0830,9.06,91.99,2.78,8,72.13,8.13,3,38.86,9.96,7,test,0
G1-0831,8.87,84.11,2.24,5,66.53,9.09,1,49.72,10.57,8,test,1
G1-0832,9.61,87.61,2.92,7,80.01,7.64,7,42.25,15.21,7,test,0
G1-0833,6.27,75.52,1.44,5,62.88,8.25,6,56.84,12.91,7,test,1
G1-0834,9.3,71.42,2.53,3,65.91,8.55,5,45.08,13.14,7,test,1
G1-0835,5.85,75.57,3.34,5,74.59,7.91,4,78.82,7.07,5,test,0
G1-0836,8.93,83.45,2.47,7,69.02,8.06,7,50.41,9.07,8,test,0
G1-0837,5.7,83.38,2.8,7,63.92,9.2,3,43.28,13.57,5,test,0
G1-0838,8.65,70.85,2.93,6,61.42,8.59,7,54.8,11.25,6,test,1
G1-0839,11.29,78.34,3.23,8,92.27,8.07,6,90,14.5,4,test,0
G1-0840,5.62,73.74,1.99,6,67.1,8.32,4,44.01,14.83,5,test,1
G1-0841,12.36,83.01,2.54,6,79.35,9.12,5,65.58,9.27,4,test,0
G1-0842,1.79,77.53,2.29,5,68.67,8.2,6,48.94,12.93,8,test,1
G1-0843,8.95,85.81,1.99,6,65.65,8.18,5,45.82,6.88,5,test,0
G1-0844,7.43,76.33,2.72,6,75.94,7.28,3,59.54,13.19,6,test,0
G1-0845,6.98,62.84,1.88,3,51.51,8.17,4,45.04,13.6,6,test,0
G1-0846,13.04,87.21,3.01,8,88.13,7.11,9,62.84,14.23,6,test,0
G1-0847,8.94,83.09,2.29,8,64.2,6.88,6,66.22,7.32,7,test,1
G1-0848,6.35,79.94,2.06,5,56.35,8.4,5,41.42,16,8,test,1
G1-0849,8.88,87.45,2.8,9,91.21,9.08,4,78.25,11.49,5,test,0
G1-0850,3.71,74.21,2.34,5,58.18,7.76,5,85.72,15.52,8,test,1
G1-0851,6.95,79.25,2.72,6,64.94,8.06,7,48.15,11.3,7,test,1
G1-0852,2.45,81.82,2.89,7,70.18,8.34,7,62.22,11.1,8,test,1
G1-0853,6.74,75.73,2.31,5,68.41,8.67,7,68.61,14.23,5,test,1
G1-0854,7.46,63.13,2.89,4,61.12,8.91,4,81.25,16,4,test,1
G1-0855,7.06,76.26,2.68,8,81.31,9.2,4,64.8,12.35,5,test,0
G1-0856,10.56,77.6,2.49,7,78.25,7.69,4,73.55,8.7,6,test,1
G1-0857,11.92,77.71,2.45,8,79.98,7.7,7,52.41,7.98,5,test,1
G1-0858,11.61,82.48,3.57,7,100,9.24,4,58.08,13.5,5,test,0
G1-0859,9.95,71.43,2.84,5,76.4,9.31,7,53.26,12.36,5,test,0
G1-0860,11.39,82.97,3.01,8,85.98,9.13,3,43.98,11.87,5,test,0
G1-0861,13.52,100,2.86,8,75.09,8.21,7,77.3,12.75,6,test,0
G1-0862,10.35,97.38,3.26,9,76.69,8.01,3,65.5,11.99,5,test,0
G1-0863,13.71,81.14,3.09,8,81.84,9.34,5,81.62,15.56,8,test,0
G1-0864,4.26,62.65,2.16,6,50.42,8.19,4,49.2,14.01,5,test,1
G1-0865,7.25,89.2,2.38,7,79.97,9.7,3,40.95,13.34,4,test,0
G1-0866,9.08,86.93,2.84,8,64.96,7.93,4,70.29,11.37,8,test,0
G1-0867,11.41,87.26,3.05,8,80.7,9.29,3,61.52,12.31,6,test,0
G1-0868,15.87,100,3.18,10,83.47,9.7,1,49.56,10.64,6,test,0
G1-0869,10,92.57,3.25,8,75.18,8.82,1,54.38,10.48,7,test,0
G1-0870,11,87.52,2.51,8,74.11,8.05,7,90,13.99,6,test,0
G1-0871,13.31,98.72,3.05,8,97.06,6.72,4,78.53,15.3,6,test,0
G1-0872,10.96,84.59,2.66,9,69.47,8.38,5,67.43,15.07,6,test,0
G1-0873,3.37,73.22,2.19,4,76.46,8.95,6,54,13.97,8,test,1
G1-0874,7.02,72.36,3.16,6,72.4,6.81,6,50.12,12.73,6,test,0
G1-0875,11.83,89.13,2.52,6,86.75,8.76,4,80.39,12.54,7,test,0
G1-0876,4.4,69.34,2.38,6,62.21,6.45,5,44.91,9.59,5,test,1
G1-0877,14.1,90.79,3.46,9,93.49,7.71,3,41.93,16,5,test,0
G1-0878,12.68,84.15,3.18,9,73.84,8.53,4,48.39,13.55,6,test,0
G1-0879,9.86,73.29,2.84,5,74.47,7.76,6,74.93,11.38,7,test,1
G1-0880,6.48,83.91,2.58,8,71.93,7.02,5,78.06,11.95,7,test,1
G1-0881,17.05,100,3.18,9,75.65,8.08,4,76.54,11.46,4,test,0
G1-0882,8.31,85.45,2.97,6,74.3,8.28,5,59.09,14.22,8,test,0
G1-0883,9.32,75.27,2.71,6,66.75,7.04,6,58.87,13.52,6,test,1
G1-0884,9.37,84.32,3.13,8,85.91,7,6,52.12,15.62,7,test,0
G1-0885,11.07,92.84,2.74,5,78.79,8.13,3,47.35,15.47,4,test,0
G1-0886,9.59,79.73,2.94,6,86.07,7.4,6,46.34,10.04,5,test,1
G1-0887,9.85,86.07,2.61,8,62.98,8.77,2,71.01,16,7,test,1
G1-0888,9.51,100,2.14,7,49.46,7.98,4,38.08,10.81,8,test,0
G1-0889,8.47,77.5,3.02,7,92.57,7.94,6,47.24,14.27,6,test,0
G1-0890,5.3,87.03,2.33,6,64.67,9.33,2,84.57,13.71,4,test,1
G1-0891,14.61,81.83,3.24,8,91.13,9.12,4,61.71,10.36,5,test,0
G1-0892,3.25,77.93,2.5,6,72.33,8.47,8,90,12,8,test,1
G1-0893,8.27,73.63,2.89,6,71.81,7.2,5,47.72,9.83,5,test,1
G1-0894,17.52,100,2.94,8,75.31,7.94,4,64.52,10.15,5,test,0
G1-0895,17.9,98.11,3.35,10,80.31,8.53,3,69.03,15.48,5,test,0
G1-0896,1.85,74.93,2.39,3,66.04,9.43,4,49.31,9.29,5,test,1
G1-0897,9.11,82.32,2.65,6,70,7.85,6,42.14,11.97,7,test,0
G1-0898,4.76,81.33,2.99,5,66.54,7.59,1,65.62,11.54,4,test,0
G1-0899,15.13,94.41,2.88,7,64.52,7.79,6,56.88,8.32,6,test,0
G1-0900,7.39,95.79,3.36,8,81.07,7.47,2,69.97,10.02,7,test,0
G1-0901,14.4,93.68,3.07,7,79.86,8.87,5,72.96,9.98,5,test,0
G1-0902,3.7,85.21,2.55,5,70.77,8.35,3,56.43,9.37,6,test,0
G1-0903,5.26,68.17,2.32,5,57.73,7.25,6,69.77,13.78,6,test,1
G1-0904,7.9,71.8,2.07,6,66.88,8.64,5,42.64,12.56,4,test,1
G1-0905,8.69,81.94,2.9,8,80.11,8.32,4,61.23,12.21,8,test,0
G1-0906,9.62,98.21,2.59,8,48.51,9.7,1,60.8,12.19,5,test,0
G1-0907,15.73,95.24,3.28,9,92.85,7.82,5,81.06,7.33,4,test,0
G1-0908,4.61,79.8,3.04,8,78.12,8.09,6,53.48,11.6,8,test,0
G1-0909,5.54,94.12,2.96,8,82.99,9.09,3,45.95,14.79,5,test,0
G1-0910,13.91,86.26,2.86,5,82.68,8.97,4,75.71,14.12,4,test,0
G1-0911,5.64,87.09,3.21,7,77.82,9.26,4,64.65,15.03,7,test,0
G1-0912,13.65,84.84,3.25,6,81.86,7.93,5,81.33,13.71,4,test,0
G1-0913,7.07,80.44,2.42,7,48.89,7.93,8,48.25,11.04,7,test,1
G1-0914,10.74,78.24,3.25,5,77.64,8.41,2,67.85,12.97,8,test,0
G1-0915,18.84,100,3.44,8,81.29,8.46,4,53.81,9.28,5,test,0
G1-0916,16.1,84.33,3.25,9,92.31,8.44,6,70.04,12.93,8,test,0
G1-0917,5.28,79.82,2.56,6,69.56,7.7,1,90,15.6,5,test,0
G1-0918,14.27,96.88,3.58,7,84.53,8.63,1,50.02,13.97,6,test,0
G1-0919,9.01,81.88,2.59,7,76.58,7.79,3,84.13,12.11,6,test,0
G1-0920,8.29,79.69,2.79,6,80.36,8.02,1,64.03,12.25,5,test,0
G1-0921,14.98,96.36,2.67,9,68.31,8.88,3,53.05,14.7,7,test,0
G1-0922,12.82,86.97,3.32,9,79.47,7.84,6,75.58,5.57,5,test,0
G1-0923,11.12,70.09,2.46,7,82.39,7.99,4,42.92,12.76,6,test,0
G1-0924,13.87,99.67,2.48,8,69.87,8.59,2,50.34,10.73,5,test,0
G1-0925,10.53,79.61,3.02,8,65.81,7.93,4,46.12,13.41,6,test,0
G1-0926,7.08,70.97,2.46,4,71.57,8.11,4,57.17,11.04,4,test,1
G1-0927,7.72,80.81,2.16,5,65.86,8.78,3,49.96,13.83,6,test,1
G1-0928,9.12,88.59,2.64,8,74.63,8.64,6,55.44,11.42,6,test,0
G1-0929,8.77,89.08,2.79,7,65.73,9.05,5,56.37,9.17,7,test,1
G1-0930,6.27,84.58,2.34,6,63.77,7.5,4,50.9,11.56,4,test,0
G1-0931,6.32,81.68,2.8,7,72.78,8.36,6,63.74,11.72,5,test,0
G1-0932,13.87,82.21,2.07,9,61.31,7.84,5,74.02,10.79,5,test,1
G1-0933,15.26,93.48,2.9,9,81.57,8.03,5,47.57,11.28,6,test,0
G1-0934,1,78.93,2.08,5,55.78,7.34,3,67.09,14.91,5,test,1
G1-0935,6.89,78.92,2.39,6,57.15,8.52,3,47.43,12.14,8,test,0
G1-0936,13.2,85.88,3.21,6,84.67,8.63,6,52.49,13.65,6,test,0
G1-0937,7.62,72.82,2.72,4,78.4,8.13,5,52.81,13.45,5,test,1
G1-0938,13.73,89.65,3.21,9,92.52,8.22,7,40.21,12.18,4,test,0
G1-0939,5.27,76.26,2.25,8,66.13,8.38,4,48.4,11.48,4,test,1
G1-0940,10.98,92.48,2.46,8,58.7,8.84,3,76.32,11.62,6,test,0
G1-0941,13.83,100,3.54,10,88.32,8.66,5,86.63,13.49,7,test,0
G1-0942,10.6,89.66,2.94,8,78.05,8.17,5,68.53,14.73,8,test,0
G1-0943,9.57,81.56,2.95,5,82.04,8.52,2,88.86,13.24,6,test,0
G1-0944,4.63,75.52,3,6,69.19,7.44,3,90,15.96,6,test,1
G1-0945,13.96,89.31,3.17,8,87.09,9.5,2,65.02,16,8,test,0
G1-0946,16.76,100,3.71,10,85.63,9.7,1,90,13.1,4,test,0
G1-0947,11.79,92.88,3.16,8,78.75,8.58,1,58.89,16,7,test,0
G1-0948,15.56,85.58,2.52,7,76.06,7.62,5,53.11,15.76,5,test,0
G1-0949,10.75,84.83,3.16,6,85.05,7.94,6,46.52,12.57,7,test,0
G1-0950,7.71,69.81,2.68,8,75.99,8.1,7,69.84,12.72,8,test,0
