Synthetic_Record_ID,Hours_Studied,Attendance_Pct,Previous_GPA,Assignments_Completed,Quiz_Average,Sleep_Hours,Stress_Level,Commute_Minutes,Social_Hours,Caffeine_Cups,Split,Risk
G5-0633,16.5,72.57,3.16,5,86.85,5.83,6,17.08,8.39,2,train,0
G5-0634,7.67,82.32,2.78,9,76.18,8.69,5,19.26,5.17,0,train,1
G5-0635,9.2,84.73,3.4,8,95.85,8,1,27.94,6.33,3,train,0
G5-0636,9.01,88.57,2.98,5,77.52,6.74,5,12.68,11.85,2,train,0
G5-0637,5.28,71.11,2.42,4,76.08,6.73,7,19.8,6.23,1,train,1
G5-0638,10.2,79.05,2.37,7,83.35,6.1,9,4.97,7.22,4,train,0
G5-0639,10.45,90.95,3.13,5,69.13,6.65,6,33.11,4.89,4,train,0
G5-0640,7.89,79.16,2.63,6,66.28,6.77,6,7.08,5.89,2,train,1
G5-0641,6.56,79.7,2.93,7,67.89,7.87,6,24.91,6.88,2,train,1
G5-0642,9.76,86.72,3.7,5,76.85,6.26,3,14.23,7.23,3,train,0
G5-0643,13,78.22,2.83,5,57.74,7.82,6,26.09,7.35,2,train,0
G5-0644,3.68,89.23,3.18,10,72.15,6.69,6,25.87,6.07,2,train,0
G5-0645,2.73,78.26,2.35,5,66.92,7.84,7,26.92,9.13,5,train,1
G5-0646,10.03,84.72,3.16,7,75.49,6.94,6,13.73,6.89,0,train,0
G5-0647,9.91,81.81,2.73,6,78.15,8.35,4,35.6,6.1,0,train,0
G5-0648,15.18,98.97,3.83,8,82.09,7.21,3,48.39,5.61,1,train,0
G5-0649,9.42,90.4,2.94,6,80.25,6.45,4,32.46,9.69,0,train,0
G5-0650,13.88,90.96,3.59,6,79.45,8.84,6,7.61,6.6,1,train,0
G5-0651,12.91,81.31,3.27,8,84.4,7.7,1,12.07,11.88,3,train,0
G5-0652,8.39,79.5,2.99,7,49.33,6.74,9,14.24,8.31,3,train,1
G5-0653,8.39,83.17,2.71,8,66.52,7.41,5,17.02,8.2,2,train,0
G5-0654,7.68,74.12,2.85,7,56.55,6.52,6,24.25,7.84,4,train,1
G5-0655,6.84,77.07,3.18,4,74.71,6.3,5,8.06,9.29,2,train,0
G5-0656,11.96,86.61,2.19,8,64.33,6.21,7,30.54,7.92,3,train,1
G5-0657,6.02,66.54,3.04,6,86.57,6.67,5,20.41,7.75,3,train,1
G5-0658,12.65,88.22,2.08,8,65.77,7.51,6,16.91,5.69,4,train,0
G5-0659,9.13,88.43,2.68,7,68.9,8.24,5,15.95,9.61,3,train,0
G5-0660,11.29,86.11,2.73,6,76.98,7.56,5,11.4,8.52,2,train,0
G5-0661,11.13,93.64,3.2,9,83.97,6.96,3,33.02,8.78,1,train,0
G5-0662,8.65,88.93,2.79,7,81.01,7.46,5,38.92,6.66,5,train,0
G5-0663,13.14,95.7,3.04,10,76.56,6.14,5,4.71,8.95,3,train,0
G5-0664,6.24,73.95,2.71,3,75.52,7.7,5,2,6.71,0,train,0
G5-0665,4.84,76.16,2.74,6,71.14,5.67,7,4.36,3.95,3,train,1
G5-0666,9.17,95.03,3.06,9,84,7.81,5,12.94,10.41,1,train,0
G5-0667,13.28,85.41,2.77,10,71.65,6.55,4,34.46,6.48,0,train,0
G5-0668,5.71,83.43,2.73,6,79.14,7.03,5,19.85,6.95,1,train,0
G5-0669,10.37,79.52,3.32,6,88.84,7.36,5,32.41,5.34,1,train,0
G5-0670,8.3,80.03,2.46,7,90.8,9.17,2,74.28,4.23,5,train,0
G5-0671,12.74,84.58,2.83,7,86.43,6.91,3,14.61,5.68,0,train,0
G5-0672,7.84,83.68,2.67,7,76.12,7.09,2,21.65,7,2,train,0
G5-0673,14.12,100,2.78,10,65.13,7.71,3,51.39,5.4,2,train,0
G5-0674,17.77,97.56,3.68,7,84.6,7.5,2,14.74,6.81,0,train,0
G5-0675,5.41,69.85,2.24,6,63.86,7.64,4,33.12,4.98,1,train,1
G5-0676,13.72,75.03,2.88,8,86.05,6.2,8,4.33,8.14,4,train,0
G5-0677,7.76,84.99,2.64,5,62.96,7.15,3,6.16,7.28,5,train,1
G5-0678,2.23,77.06,2.48,6,74.12,6.44,6,24.35,3.88,3,train,0
G5-0679,13.61,88.61,3.27,9,92.57,6.91,4,21.45,7.98,6,train,0
G5-0680,6.36,80.87,2.14,4,64.04,7.28,5,8.6,9.48,1,train,1
G5-0681,13.68,81.5,3.2,9,78.06,7.55,6,3.92,7.01,3,train,0
G5-0682,2.65,69.12,2.49,6,68.41,6.69,6,10.25,4.96,1,train,1
G5-0683,7.82,84.39,2.24,7,71.39,5.98,2,55.08,8.51,1,train,0
G5-0684,9.88,85.77,3.55,7,78.2,6.77,6,14.46,8.44,4,train,0
G5-0685,6.58,68.94,2.55,7,59.65,7.89,5,23.57,3.52,2,train,0
G5-0686,9.06,87.26,3.02,8,70.1,6.99,6,54.4,5.1,1,train,0
G5-0687,11.78,97.47,3.02,8,80.72,6.75,7,31.39,3.07,2,train,0
G5-0688,6.97,67.29,2.96,5,72.32,5.09,10,6.95,6.44,3,train,1
G5-0689,7.56,75.64,2.86,4,76.3,6.45,6,10.85,8.02,2,train,1
G5-0690,6.36,73.44,2.69,5,77.04,7.38,6,35.26,9.24,1,train,1
G5-0691,7.64,78.2,3,7,80.28,6.34,6,12.2,6.45,4,train,0
G5-0692,9.74,89.39,2.54,8,75.14,6.13,7,26.85,1.61,3,train,0
G5-0693,11.78,89.03,2.1,8,72.49,6.29,7,31.19,7.46,2,train,1
G5-0694,8.95,82.13,2.94,7,62.28,6.72,6,10.11,12.03,3,train,0
G5-0695,6.8,66.81,2.67,4,76.56,6.95,7,29.2,4.97,4,train,1
G5-0696,8.78,98.57,2.52,8,67.49,6.56,3,7.17,9.23,2,train,1
G5-0697,12.31,89.84,2.54,7,63.39,6.67,5,64.59,6.98,3,train,1
G5-0698,6.15,96.17,2.26,7,54.31,6.43,6,10.21,6.57,1,train,0
G5-0699,5.51,83.13,2.44,7,66.76,6.85,5,15.53,7.85,3,train,1
G5-0700,13.62,95.59,2.89,8,72.02,6.63,4,18.68,5.97,2,train,0
G5-0701,10.87,87.53,2.86,7,63.27,7.23,2,10.41,9,5,train,0
G5-0702,7.85,78.69,3.2,6,80.18,5.63,6,19.93,8.3,2,train,0
G5-0703,8.01,81.21,2.9,8,78.75,6.66,6,46.53,9.54,2,train,1
G5-0704,5.69,79.37,2.93,6,79.7,6.57,7,8,7.85,2,train,1
G5-0705,16.58,96.52,3.14,7,90.66,7.5,3,13.48,7.3,1,train,0
G5-0706,10.95,90.87,2.46,10,66.64,6.85,4,22.87,7.87,0,train,0
G5-0707,6.58,84.5,1.86,5,61.59,5.38,5,32.36,9.75,1,train,1
G5-0708,7.33,76.1,2.81,6,68.9,7.21,7,5.02,1.34,1,train,1
G5-0709,8.76,79.22,3.76,7,90.52,7.92,3,33.3,10.62,2,train,0
G5-0710,12.4,86.64,2.95,8,72.86,7.75,5,31.99,5.03,4,train,0
G5-0711,10.16,72.78,2.91,5,76.32,6.39,6,22.79,8.74,1,train,1
G5-0712,8.49,79.89,3.3,8,73.22,6.93,6,18.19,6.96,6,train,0
G5-0713,11.29,87.67,2.31,8,71.88,8.29,2,18.72,9.58,1,train,0
G5-0714,8.18,68.73,2.79,6,71.46,7.4,5,40.7,8.34,1,train,1
G5-0715,8.02,59.09,2.99,5,76.3,5.79,8,30.46,6.01,4,train,1
G5-0716,4.11,77.46,2.14,6,51.3,6.78,4,19.85,5.46,1,train,1
G5-0717,8.13,85.75,3.3,6,80.96,6.39,6,33.11,6.92,4,train,0
G5-0718,4.33,80.61,2.16,7,56.04,7.37,5,71.28,8.7,3,train,1
G5-0719,1.63,69.53,2.84,5,69.55,7.64,3,34.04,7.56,0,train,1
G5-0720,3.64,68.8,2.73,6,65.88,5.65,7,4.92,4.53,4,train,1
G5-0721,8.77,85.72,2.27,7,64.7,7.54,5,6.77,4.15,6,train,1
G5-0722,18.39,90.88,3.49,10,94.1,7.03,4,12.08,3.29,1,train,0
G5-0723,9.44,74.04,2.59,6,75.3,6.44,3,24.29,11.48,4,train,0
G5-0724,9.52,75.76,2.8,8,75.44,6.07,6,10.51,9.21,2,train,1
G5-0725,7.43,84.04,3.02,4,71.97,7.4,6,9.89,9.17,2,train,0
G5-0726,6.48,79.17,3.24,5,89.87,6.12,10,83.03,7.58,4,train,1
G5-0727,12.72,80.89,3.33,8,82.95,7.41,4,14.48,6.45,1,train,0
G5-0728,2.05,75.22,1.8,7,58.7,5.24,6,21.99,6.78,0,train,1
G5-0729,15.2,92.21,3.45,10,83.52,6.48,8,15.29,5.13,5,train,0
G5-0730,9.83,89.37,2.82,7,80.89,7.48,6,9.32,5.51,7,train,0
G5-0731,7.2,67.51,2.07,6,53.79,6.41,10,11.76,5.99,2,train,1
G5-0732,4.26,74.49,2.54,6,64.33,5.54,6,22.63,8.35,4,train,1
G5-0733,6.81,89.13,2.42,6,57.41,5.97,6,31.11,5.74,2,train,1
G5-0734,5.57,82.59,2.48,7,71.55,6.07,3,72.72,11.26,2,train,1
G5-0735,8.65,80.87,3.1,6,73.11,5.97,7,41.82,3.9,4,train,1
G5-0736,11.3,73.56,2.48,7,82.82,7.07,4,10.46,10.96,3,train,0
G5-0737,5.41,76.9,2.9,6,78.98,8.57,3,11.26,8.32,0,train,0
G5-0738,13.1,82.23,2.7,7,91.12,8.17,7,14.82,5.51,4,train,0
G5-0739,7.27,75.69,2.68,6,64.89,6.35,6,14.38,4.65,7,train,0
G5-0740,5.48,78.25,2.97,8,79.23,8.09,3,47.16,10.25,0,train,0
G5-0741,6.03,72.72,2.77,5,62.99,6.96,4,22.68,7.52,0,train,1
G5-0742,7.48,78.96,2.59,6,80.08,5.51,6,24.03,7.58,1,train,1
G5-0743,12.19,70.64,2.78,7,71.71,6.52,3,2,8.58,3,train,0
G5-0744,6.57,77.85,2.9,6,68.17,6.4,7,51.35,6.25,3,train,0
G5-0745,11.76,86.52,2.32,9,55.42,6.7,6,40.06,8.93,2,train,0
G5-0746,8.22,85.09,3.14,8,82.02,6.86,7,9.48,9.01,2,train,0
G5-0747,9.17,88.76,3.38,9,76.97,7.11,4,12.58,8.48,4,train,0
G5-0748,11.21,100,3.36,8,79.63,8.05,5,21.59,10.38,2,train,0
G5-0749,11.85,88.31,3.34,8,81.86,7.35,4,7.54,6.61,2,train,0
G5-0750,9.16,94.58,2.55,7,74.25,7.11,5,11.92,5.82,1,train,1
G5-0751,13.22,83.06,3.28,7,87.91,7.43,5,15.87,5.38,4,test,0
G5-0752,8.32,96.32,2.5,6,61.84,7.47,4,10.9,9.42,0,test,0
G5-0753,7.76,82.07,2.51,7,77.54,7.67,6,8.8,5.96,2,test,0
G5-0754,12.96,84.97,3.12,9,76.83,7.22,2,7.74,6.49,3,test,0
G5-0755,8.15,74.04,2.99,8,69.15,8.06,5,2,5.17,2,test,1
G5-0756,12.61,94.56,3.03,10,70.89,7.16,4,50.17,8.37,3,test,0
G5-0757,9.82,73.98,2.61,6,74.02,6.54,6,17.4,9.29,2,test,0
G5-0758,11.78,97.05,3.49,10,95.58,5.92,5,6.32,6.84,1,test,0
G5-0759,11.12,84.02,3.81,7,85.7,6.4,3,19.85,4.77,1,test,0
G5-0760,8.06,71.01,2.8,5,83.24,6.78,3,21.01,8.88,3,test,0
G5-0761,9.07,72.96,2.98,5,75.78,5.91,7,29.42,5.64,1,test,0
G5-0762,8.71,83.49,3.01,8,81.46,6.72,3,11.81,6.52,1,test,0
G5-0763,6.56,71.59,2.05,4,58.28,7.22,6,4.59,10.11,2,test,1
G5-0764,8.25,74.96,1.87,7,66.47,6.19,5,17.53,4.41,1,test,1
G5-0765,6.91,79.09,2.99,8,70.88,6.85,3,36.94,8.31,5,test,1
G5-0766,10.42,76.21,2.84,7,81.34,6.47,6,15.15,8.73,2,test,1
G5-0767,8.07,80.35,2.58,5,74.48,6.77,6,19.55,9.36,1,test,0
G5-0768,6.12,80.05,2.71,7,65.74,7.72,3,35.24,10.15,3,test,1
G5-0769,5.63,81.99,3.01,7,80.11,5.38,5,3.18,5.15,0,test,1
G5-0770,7.7,76.26,2.89,7,84.65,7.91,5,20.53,7.28,2,test,0
G5-0771,13.7,88.21,2.31,10,75.4,7.03,5,33.33,7.82,2,test,0
G5-0772,14.72,100,3.6,9,86.83,7.11,5,26.1,11.14,1,test,0
G5-0773,8.16,81.59,3.16,9,86.42,6.79,7,13.38,7.29,3,test,1
G5-0774,9.95,90.56,2.45,7,75.47,7.68,2,43.36,7.79,5,test,0
G5-0775,9.15,83.05,2.91,6,68.66,5.48,7,48.18,6.4,0,test,0
G5-0776,13.97,81.93,3.32,7,76.82,6.31,8,77.71,8.75,4,test,1
G5-0777,13.37,94.3,3.43,7,98.83,6.28,4,25.24,8.56,2,test,0
G5-0778,13.05,81.06,2.77,8,75.9,5.97,7,19.18,7.39,1,test,0
G5-0779,7.29,84.23,3.46,9,78.96,6.77,3,47.85,4.53,1,test,0
G5-0780,11.65,83.7,3.01,7,72.68,6.47,5,23.43,8.11,1,test,0
G5-0781,2.38,72.69,3.09,5,88.06,7.65,2,10.78,10.17,2,test,0
G5-0782,6.59,85.09,2.4,7,66.97,7.68,4,25.3,9,1,test,0
G5-0783,10.01,81.63,3.14,7,79.16,6.62,5,66.55,2.96,4,test,0
G5-0784,11.31,84.85,2.51,7,73.09,6.17,3,25.68,6.91,3,test,0
G5-0785,8.01,97.29,2.93,6,69.74,7.42,6,22.57,5.26,2,test,0
G5-0786,8.05,86.08,2.24,6,69.31,6.94,6,5.39,3,2,test,0
G5-0787,5.93,74.69,2.51,8,78.12,6.53,4,31.89,5.54,2,test,1
G5-0788,9.69,85.31,2.91,8,72.42,7.71,4,42.74,5.61,3,test,0
G5-0789,8.69,71.12,3.22,6,92.31,6.09,7,25.97,11.93,2,test,0
G5-0790,9.66,97.33,3.58,6,66.68,6.02,7,55.79,6.29,2,test,0
G5-0791,5.33,70.03,3.08,9,81.29,6.24,7,55.18,8.82,5,test,1
G5-0792,10.13,82.41,2.75,8,66.11,6.6,4,39.32,7.46,3,test,1
G5-0793,10.41,71.59,3.03,6,80.11,7.57,6,31.89,4.29,2,test,0
G5-0794,8.43,76.82,2.49,6,70.8,6.81,5,49.78,8.74,2,test,1
G5-0795,10.69,100,3.2,7,84.98,7.45,4,6.35,8.52,3,test,0
G5-0796,7.48,70.47,3.13,5,80.96,5.93,8,25.4,8.39,4,test,0
G5-0797,9.83,83.92,2.41,6,61.55,7.37,4,63.29,5.65,1,test,1
G5-0798,12.66,90.59,4,8,94.81,7.25,3,51.34,4.9,1,test,0
G5-0799,13.5,94.8,2.91,10,77.05,7.18,5,31.47,7.09,0,test,0
G5-0800,4.3,65.29,2.49,5,55,5.84,7,3.62,4.81,3,test,1
G5-0801,6.69,77.64,2.34,7,69.6,7.65,4,13.79,10.39,2,test,1
G5-0802,10.75,92.15,3.13,5,83.18,6.88,4,12.15,7.1,1,test,1
G5-0803,16.17,91.24,3.11,10,85.24,7.89,1,30.78,9.16,1,test,0
G5-0804,7.64,83.55,2.81,6,60.32,5.89,6,9.5,9.41,2,test,1
G5-0805,11.21,91.28,2.96,8,87.65,6.61,6,41.45,5.39,3,test,0
G5-0806,10.29,84.04,3.61,6,76.57,6.32,6,28.38,9.24,2,test,0
G5-0807,6.19,87.87,3.36,5,90.79,7.91,4,2.43,8.43,0,test,0
G5-0808,11.9,84.7,3.11,8,79.33,7.46,5,30.56,4.68,4,test,0
G5-0809,8.67,83.53,2.94,6,79.9,6.43,4,11.81,6.81,1,test,0
G5-0810,8.16,72.02,3.05,7,78.73,6.12,7,22.63,8.9,1,test,0
G5-0811,10.02,91.15,2.66,6,69.78,7.49,5,26.04,4.5,2,test,0
G5-0812,3.57,69.81,2.9,6,70.58,6.36,7,21.3,7.63,3,test,1
G5-0813,11.4,86.01,3.53,8,74.38,7.54,4,21.16,7.91,2,test,0
G5-0814,6.26,73.43,2.91,6,93.45,7.05,7,59.96,7.14,1,test,1
G5-0815,10.04,86.72,3,9,75.51,7.16,8,31.2,8.03,2,test,0
G5-0816,6.34,91.93,2.2,8,60.53,7.41,3,32.09,8.4,2,test,1
G5-0817,14.84,84.27,3.68,7,79.67,6.97,4,90,9.04,3,test,0
G5-0818,12.69,86.26,3.18,8,91.18,7.23,4,34.67,3.75,0,test,0
G5-0819,10.05,91.1,2.49,9,72.04,8.27,3,31.92,10.46,1,test,0
G5-0820,9.84,78.21,2.59,6,70.83,7.02,7,18.32,3.5,1,test,0
G5-0821,13.02,80.84,3.21,8,80.42,6.91,7,28.84,5.18,2,test,0
G5-0822,5.58,74.53,2.57,6,71.72,6.18,5,5.35,4.65,1,test,0
G5-0823,13.89,93.48,2.82,9,72.98,7.45,6,2.33,7.71,0,test,0
G5-0824,9.47,79.63,2.95,6,73.18,6.1,7,5.27,6.76,3,test,0
G5-0825,10.41,70.42,3.11,7,62.38,6.69,6,31.6,9.54,2,test,0
G5-0826,9.19,76.44,3.01,6,72.57,7,4,10.21,6.22,1,test,0
G5-0827,9.99,89.63,2.85,7,78.24,6.15,3,11.14,6.42,1,test,0
G5-0828,4.19,85.57,2.32,7,65.16,7.68,3,30.49,3.46,1,test,0
G5-0829,8.58,88.42,2.48,10,68.84,7.22,4,22.49,7.86,2,test,0
G5-0830,15.38,100,2.28,10,58.77,7.7,3,9.92,8.48,3,test,0
G5-0831,9.55,77.33,3.19,4,71.75,8.54,5,11.71,7.72,1,test,0
G5-0832,10.39,89.05,3.05,8,81.99,7.98,4,26.06,10.12,4,test,0
G5-0833,7.6,77.72,3,8,71.01,7.07,1,10.57,7.8,0,test,0
G5-0834,7.02,83.4,3.02,7,86.79,6.41,5,52.59,4.18,2,test,0
G5-0835,6.91,71.28,2.24,8,69.3,6.71,6,65.04,6.13,3,test,1
G5-0836,5.88,89.71,2.5,6,67.08,7.72,4,11.83,6.83,1,test,1
G5-0837,7.25,70.17,3.04,6,96.73,6.88,6,32.2,3.47,4,test,0
G5-0838,7.31,76.02,2.54,7,64.39,7.05,7,18.95,10.19,2,test,1
G5-0839,12.12,74.23,3.17,4,67.36,5.67,7,25.18,6.29,2,test,1
G5-0840,11.07,74.95,2.95,10,87.63,7.4,5,39.77,4.88,3,test,0
G5-0841,8.31,87.64,3.03,7,89.85,5.89,7,5.51,5.97,1,test,1
G5-0842,10,79.84,3.17,8,80.45,6.94,5,30.02,7.57,5,test,0
G5-0843,2.34,70.17,2.65,7,68.28,7.26,5,37.21,10.33,5,test,0
G5-0844,6.93,83.66,2.67,8,76.02,6.82,6,7.53,7.77,0,test,0
G5-0845,3.93,77.3,2.86,7,72.47,8.2,2,4.12,6.16,0,test,1
G5-0846,13.85,87.99,3.42,8,82.59,6.57,5,38.51,8.61,0,test,0
G5-0847,15.62,89.55,3.45,9,82.61,7.68,7,55.69,9.75,2,test,0
G5-0848,8.58,76.74,3.02,6,80.45,7.02,7,73.26,5.43,4,test,0
G5-0849,8.91,85.08,2.83,10,68.98,6.68,4,16.89,6.78,0,test,0
G5-0850,5.61,85.14,2.32,7,83.45,6.45,4,28.51,5.03,3,test,1
G5-0851,11.4,94.09,3.35,9,78.75,8.09,3,21.69,7.17,3,test,0
G5-0852,11.18,79.83,2.95,6,81.11,6.94,6,34.74,7.94,1,test,1
G5-0853,9.6,91.4,2.88,9,83.7,7.2,7,57.82,7.51,2,test,0
G5-0854,6.54,76.98,2.81,8,57.97,6.35,7,22.64,6.62,0,test,1
G5-0855,5.52,77.45,2.55,5,68.37,6.05,5,48.2,4.47,1,test,1
G5-0856,1.3,55.2,2.31,5,71.98,7.05,7,29.32,7.73,2,test,1
G5-0857,2.81,72.74,1.75,6,50.3,6.6,7,14.4,7.74,5,test,1
G5-0858,6.61,77.17,2.17,8,69.93,6.58,4,18.49,6.67,1,test,0
G5-0859,15.95,100,3.08,8,85.61,6.31,3,23.65,11.95,3,test,0
G5-0860,15.36,83.16,3.57,9,99.47,6.42,7,17.31,3.37,4,test,0
G5-0861,1.71,68.45,1.98,3,46.5,6.93,3,47.82,8.8,2,test,1
G5-0862,8.04,73.81,3.2,8,88.83,6.52,7,12.78,6.28,4,test,0
G5-0863,8.32,84.96,2.52,5,61.53,7.11,6,45.01,3.85,2,test,0
G5-0864,11.46,75.89,3.23,7,86.82,8.11,6,15.57,7.8,2,test,0
G5-0865,6.6,85.05,3.33,7,69.47,7.19,4,13.49,6.48,2,test,0
G5-0866,8.34,88.12,2.61,6,69.5,7.57,2,57.96,10.7,1,test,0
G5-0867,3.45,70.22,3.11,4,86.96,6.35,7,34.96,5.17,1,test,1
G5-0868,13.84,100,3.52,10,83.81,8.51,3,2.59,8.26,1,test,0
G5-0869,8.12,73.02,2.76,5,79.97,7.07,6,15.54,6.46,2,test,0
G5-0870,8.76,81.89,1.83,6,54.09,6.82,5,26.22,6.56,0,test,1
G5-0871,10.92,89.19,2.41,9,73.78,8.03,4,38.25,7.71,1,test,0
G5-0872,10.88,79.08,2.07,7,55.6,6.02,5,11.48,3.76,3,test,1
G5-0873,5.89,77.12,2.22,6,68.19,6.9,8,47.9,8.44,2,test,1
G5-0874,9.16,84.09,2.48,8,63.89,5.87,4,20.72,9.77,1,test,1
G5-0875,5.75,78.29,2.8,6,60.9,5.61,7,34.81,5.71,2,test,1
G5-0876,8.41,94.83,2.92,8,82.38,7.63,5,34.75,8.79,1,test,0
G5-0877,9.31,84.99,2.37,7,66.26,7.57,5,64.38,9.52,1,test,0
G5-0878,3.66,70.43,2.64,5,66.33,7.69,5,12.48,6.21,3,test,1
G5-0879,9.74,84.97,2.51,7,78.72,8.35,5,24.83,11.01,3,test,0
G5-0880,7.87,97.38,2.49,7,63.51,7.64,6,29.38,5,3,test,0
G5-0881,11.82,85.2,2.91,5,79.91,6.75,7,11.24,7.15,4,test,0
G5-0882,6.79,98.08,2.85,6,71.74,7.33,2,16.96,8.14,2,test,0
G5-0883,10.7,98.76,3.02,8,83.34,7.7,4,11.84,8.27,2,test,0
G5-0884,5.51,77.18,2.64,4,73.4,6.41,7,25.66,8.82,1,test,1
G5-0885,10.73,93.86,2.75,6,82.07,6.39,5,60.72,7.93,2,test,0
G5-0886,5.26,70.05,1.66,5,57.66,7.52,6,62.74,4.32,1,test,1
G5-0887,10.15,80.69,3.1,6,77.51,7.68,5,72.28,5.23,3,test,0
G5-0888,9.71,88.89,2.74,9,69.58,6.48,6,14.07,6.85,1,test,0
G5-0889,9.41,82.93,3.34,7,81.38,8.04,4,26.82,7.08,1,test,0
G5-0890,7.3,74.55,3.05,5,76.84,7.12,7,59.36,6.29,0,test,1
G5-0891,7.31,83.82,2.07,8,55.66,8.21,4,16.04,6.65,2,test,0
G5-0892,2.6,76.43,2.51,4,50.55,6.92,5,16.65,8.5,1,test,1
G5-0893,7.93,89.69,2.52,8,68.77,6.93,5,31.11,8.08,3,test,0
G5-0894,6.77,75.07,1.63,7,58.7,8.48,4,3.52,7.43,1,test,1
G5-0895,6.8,74.14,2.36,6,71.99,7.41,7,24.82,7.46,2,test,1
G5-0896,5.12,74.67,2.35,6,64.54,7.4,4,14.17,10.97,3,test,1
G5-0897,8.27,75.84,3.73,5,89.67,7.24,4,10.33,3.17,4,test,0
G5-0898,11.9,86.63,2.93,6,77.87,8.43,4,15.9,8.12,2,test,0
G5-0899,6.75,77.09,2.67,8,83.52,6.36,4,40.08,6.32,2,test,1
G5-0900,8.07,84.09,2.83,6,75.82,7.31,7,7.96,7.83,4,test,0
G5-0901,10.15,98.15,3.68,9,82.6,8.03,3,6.72,6.51,2,test,0
G5-0902,8.31,66.08,2.57,4,49.9,6.42,8,14.66,6.91,1,test,1
G5-0903,8.97,85.88,2.6,8,65.28,7.68,3,29.47,7.94,0,test,0
G5-0904,8.85,75.18,2.26,7,61.7,6.7,6,9.95,7.79,3,test,1
G5-0905,8.25,88.77,3.12,9,90.98,7.43,6,32.35,5.59,3,test,0
G5-0906,12.45,83.37,3.3,6,73.3,8.22,4,2.56,7.96,2,test,0
G5-0907,8.84,98.46,2.42,8,71.5,7.04,3,19.47,7.72,3,test,0
G5-0908,10.53,78.3,3.03,8,87.5,7.47,8,14.61,6.77,0,test,0
G5-0909,6.97,67.09,3.22,5,84.92,6.36,10,22.23,7.58,4,test,1
G5-0910,17.18,76.18,4,7,99.92,7.64,5,12.63,5.53,3,test,0
G5-0911,10.34,96.23,2.55,8,81.01,7.25,4,33.52,9.22,1,test,0
G5-0912,5.49,78.13,2.73,6,55.45,7.28,4,38.1,10.56,0,test,1
G5-0913,5.52,70,2.04,4,55.9,6.59,3,6.48,6.29,1,test,1
G5-0914,10.33,70.8,2.69,6,75.95,7.32,5,33.96,4.78,4,test,0
G5-0915,15.59,81.72,3.57,6,100,6.07,5,15.89,10.03,3,test,0
G5-0916,11.14,84.9,3.44,5,84.76,9.17,4,2,5.14,2,test,0
G5-0917,7.33,87.1,2.61,8,70.27,7.07,3,14.24,5.88,1,test,0
G5-0918,11.58,77.61,3.24,7,87.81,6.99,7,30.1,5.83,1,test,1
G5-0919,10.48,88.14,3.45,8,75.8,5.86,5,6.9,9.68,1,test,0
G5-0920,4.77,74.6,2.79,5,75.93,5.69,9,9.84,3.75,3,test,1
G5-0921,9.69,87.76,2.31,8,89.72,7.92,4,50.2,8.34,2,test,0
G5-0922,7.85,83.71,2.63,7,68.35,5.99,7,30.53,6.86,2,test,1
G5-0923,4.01,76.27,1.9,7,54.8,6.52,5,20.03,5.02,3,test,1
G5-0924,5.76,75.24,2.55,8,77.78,6.65,5,36.91,8.43,2,test,0
G5-0925,15.35,92.89,2.12,8,64.54,7.47,6,31.27,7.08,0,test,1
G5-0926,8.71,78.34,3.03,6,84.69,5.74,5,90,5,2,test,1
G5-0927,11.02,87.65,3.36,7,93.17,6.85,4,21.44,7.27,1,test,0
G5-0928,9.95,88.53,3.46,9,79.07,6.04,9,11.16,3.65,3,test,0
G5-0929,8.54,75.96,2.3,6,66.14,6.76,8,30.4,8.37,3,test,1
G5-0930,9.24,80.37,2.6,6,71.73,6.97,3,25.86,7.99,2,test,1
G5-0931,8.99,90.52,3.18,6,85.71,6.53,5,61.28,6.39,3,test,0
G5-0932,8.14,79.79,3.17,8,73.57,7.23,5,15.99,6.83,1,test,0
G5-0933,9.87,83.26,2.8,9,58.86,5.07,6,22.61,7.69,1,test,0
G5-0934,7.94,82.81,2.83,5,87.14,7.82,5,18.13,7.64,2,test,0
G5-0935,15.38,93.37,3.44,9,88.47,7.11,5,6.68,3.56,0,test,0
G5-0936,9.67,83.51,2.66,6,64.86,5.87,7,25.72,7.67,2,test,1
G5-0937,3.4,78.46,1.79,6,64.57,6.67,2,14.01,7.87,2,test,1
G5-0938,8.45,92.71,2.15,8,65.54,8.35,4,9.25,12.52,3,test,1
G5-0939,10.75,89.39,3.64,7,84.17,7.07,6,5.66,6.44,3,test,0
G5-0940,8.27,72.97,2.7,8,76.1,7.67,5,14.37,6.26,4,test,0
G5-0941,2.99,75.68,3.05,4,68.25,6.28,4,32.73,8.49,2,test,0
G5-0942,7.91,82.01,3.05,9,67.85,7,2,13.85,6.24,0,test,0
G5-0943,7.24,90.41,2.72,6,61.86,8.31,4,83.67,10.52,2,test,1
G5-0944,10.21,84.59,3.08,8,73.29,6.76,5,15.75,9.29,1,test,0
G5-0945,3.1,75.47,3,6,74.19,6.76,3,37.19,11.33,0,test,1
G5-0946,11.2,77.98,3.34,5,72.15,7.86,4,24.15,11.04,2,test,0
G5-0947,6.3,59.88,1.94,4,57.73,5.89,8,24.76,8.3,1,test,1
G5-0948,7.34,78.58,3.19,6,77.8,7.78,4,29.73,9.42,0,test,1
G5-0949,9.93,87.64,2.9,6,73.28,6.42,8,58.65,5.66,3,test,0
